,hmid,predicted_category
34729,123249,enjoy_the_moment
34730,123250,affection
34731,123251,achievement
34732,123252,nature
34733,123253,achievement
34734,123254,affection
34735,123255,affection
34736,123256,leisure
34737,123257,affection
34738,123258,leisure
34739,123259,achievement
34740,123260,achievement
34741,123261,achievement
34742,123262,affection
34743,123263,enjoy_the_moment
34744,123264,enjoy_the_moment
34745,123265,achievement
34746,123266,affection
34747,123267,achievement
34748,123268,leisure
34749,123269,bonding
34750,123270,achievement
34751,123271,enjoy_the_moment
34752,123272,enjoy_the_moment
34753,123273,leisure
34754,123274,exercise
34755,123275,affection
34756,123276,enjoy_the_moment
34757,123277,enjoy_the_moment
34758,123278,bonding
34759,123279,enjoy_the_moment
34760,123280,leisure
34761,123281,achievement
34762,123282,achievement
34763,123283,leisure
34764,123284,achievement
34765,123285,enjoy_the_moment
34766,123286,leisure
34767,123287,achievement
34768,123288,achievement
34769,123289,achievement
34770,123290,achievement
34771,123291,enjoy_the_moment
34772,123292,achievement
34773,123293,achievement
34774,123294,affection
34775,123295,affection
34776,123296,enjoy_the_moment
34777,123297,enjoy_the_moment
34778,123298,nature
34779,123299,affection
34780,123300,bonding
34781,123301,bonding
34782,123302,achievement
34783,123303,nature
34784,123304,achievement
34785,123305,affection
34786,123306,achievement
34787,123307,achievement
34788,123308,achievement
34789,123309,affection
34790,123310,affection
34791,123311,affection
34792,123313,achievement
34793,123314,affection
34794,123315,achievement
34795,123316,achievement
34796,123317,achievement
34797,123318,leisure
34798,123319,affection
34799,123320,achievement
34800,123321,affection
34801,123322,affection
34802,123323,achievement
34803,123324,achievement
34804,123325,enjoy_the_moment
34805,123326,achievement
34806,123327,affection
34807,123328,leisure
34808,123329,affection
34809,123330,affection
34810,123331,affection
34811,123332,leisure
34812,123333,bonding
34813,123334,enjoy_the_moment
34814,123335,achievement
34815,123336,affection
34816,123337,affection
34817,123338,achievement
34818,123339,achievement
34819,123340,achievement
34820,123341,affection
34821,123342,bonding
34822,123343,achievement
34823,123344,enjoy_the_moment
34824,123345,achievement
34825,123346,achievement
34826,123347,affection
34827,123348,achievement
34828,123349,achievement
34829,123350,leisure
34830,123351,leisure
34831,123352,affection
34832,123353,exercise
34833,123354,enjoy_the_moment
34834,123355,leisure
34835,123356,affection
34836,123357,affection
34837,123358,affection
34838,123359,affection
34839,123360,achievement
34840,123361,affection
34841,123362,achievement
34842,123363,achievement
34843,123365,achievement
34844,123366,affection
34845,123367,leisure
34846,123368,achievement
34847,123369,affection
34848,123370,achievement
34849,123371,achievement
34850,123372,achievement
34851,123373,affection
34852,123374,achievement
34853,123375,achievement
34854,123376,leisure
34855,123377,leisure
34856,123378,leisure
34857,123379,achievement
34858,123380,bonding
34859,123381,achievement
34860,123382,achievement
34861,123383,affection
34862,123384,achievement
34863,123385,leisure
34864,123386,affection
34865,123387,achievement
34866,123388,enjoy_the_moment
34867,123389,affection
34868,123390,exercise
34869,123391,enjoy_the_moment
34870,123392,achievement
34871,123393,achievement
34872,123394,enjoy_the_moment
34873,123395,achievement
34874,123396,achievement
34875,123397,achievement
34876,123398,affection
34877,123399,achievement
34878,123400,affection
34879,123401,affection
34880,123402,affection
34881,123403,achievement
34882,123404,achievement
34883,123405,enjoy_the_moment
34884,123406,achievement
34885,123407,achievement
34886,123408,leisure
34887,123409,achievement
34888,123410,affection
34889,123411,achievement
34890,123412,affection
34891,123413,bonding
34892,123414,affection
34893,123415,affection
34894,123416,affection
34895,123417,bonding
34896,123418,enjoy_the_moment
34897,123419,enjoy_the_moment
34898,123420,achievement
34899,123421,affection
34900,123422,achievement
34901,123423,achievement
34902,123424,leisure
34903,123425,achievement
34904,123426,achievement
34905,123427,affection
34906,123428,achievement
34907,123429,affection
34908,123430,achievement
34909,123431,achievement
34910,123432,affection
34911,123433,achievement
34912,123434,enjoy_the_moment
34913,123435,affection
34914,123436,achievement
34915,123437,bonding
34916,123438,affection
34917,123439,achievement
34918,123440,leisure
34919,123441,enjoy_the_moment
34920,123442,achievement
34921,123443,enjoy_the_moment
34922,123444,affection
34923,123445,enjoy_the_moment
34924,123446,achievement
34925,123447,affection
34926,123448,bonding
34927,123449,achievement
34928,123450,enjoy_the_moment
34929,123451,enjoy_the_moment
34930,123452,achievement
34931,123453,nature
34932,123454,achievement
34933,123455,achievement
34934,123456,achievement
34935,123457,achievement
34936,123458,achievement
34937,123459,enjoy_the_moment
34938,123460,achievement
34939,123461,affection
34940,123462,affection
34941,123463,enjoy_the_moment
34942,123464,achievement
34943,123465,nature
34944,123466,affection
34945,123467,achievement
34946,123468,nature
34947,123469,affection
34948,123470,enjoy_the_moment
34949,123471,achievement
34950,123472,achievement
34951,123473,affection
34952,123474,achievement
34953,123475,enjoy_the_moment
34954,123476,enjoy_the_moment
34955,123477,enjoy_the_moment
34956,123478,enjoy_the_moment
34957,123479,achievement
34958,123480,bonding
34959,123481,achievement
34960,123482,affection
34961,123483,nature
34962,123484,leisure
34963,123485,affection
34964,123486,affection
34965,123487,affection
34966,123488,achievement
34967,123489,achievement
34968,123490,achievement
34969,123491,bonding
34970,123492,achievement
34971,123493,affection
34972,123494,affection
34973,123495,achievement
34974,123496,achievement
34975,123497,achievement
34976,123498,bonding
34977,123499,bonding
34978,123500,leisure
34979,123501,leisure
34980,123502,leisure
34981,123503,achievement
34982,123504,achievement
34983,123505,achievement
34984,123506,bonding
34985,123507,achievement
34986,123508,enjoy_the_moment
34987,123509,enjoy_the_moment
34988,123510,achievement
34989,123511,affection
34990,123512,achievement
34991,123513,achievement
34992,123514,affection
34993,123515,affection
34994,123516,enjoy_the_moment
34995,123517,achievement
34996,123518,leisure
34997,123519,achievement
34998,123520,affection
34999,123521,bonding
35000,123522,bonding
35001,123523,achievement
35002,123524,enjoy_the_moment
35003,123525,nature
35004,123526,achievement
35005,123527,achievement
35006,123528,bonding
35007,123529,achievement
35008,123530,bonding
35009,123531,achievement
35010,123532,bonding
35011,123533,bonding
35012,123534,achievement
35013,123535,achievement
35014,123536,leisure
35015,123537,leisure
35016,123538,exercise
35017,123539,achievement
35018,123540,achievement
35019,123541,achievement
35020,123542,enjoy_the_moment
35021,123543,enjoy_the_moment
35022,123544,achievement
35023,123545,leisure
35024,123546,achievement
35025,123547,affection
35026,123548,leisure
35027,123549,affection
35028,123550,achievement
35029,123551,leisure
35030,123552,affection
35031,123553,affection
35032,123554,affection
35033,123555,enjoy_the_moment
35034,123556,achievement
35035,123557,achievement
35036,123558,achievement
35037,123559,achievement
35038,123560,affection
35039,123561,achievement
35040,123562,leisure
35041,123563,achievement
35042,123564,affection
35043,123565,achievement
35044,123566,leisure
35045,123567,achievement
35046,123568,achievement
35047,123569,affection
35048,123570,achievement
35049,123571,achievement
35050,123572,affection
35051,123573,leisure
35052,123574,affection
35053,123575,enjoy_the_moment
35054,123576,leisure
35055,123577,achievement
35056,123578,enjoy_the_moment
35057,123579,leisure
35058,123580,leisure
35059,123581,leisure
35060,123582,bonding
35061,123583,achievement
35062,123584,enjoy_the_moment
35063,123585,affection
35064,123586,achievement
35065,123587,achievement
35066,123588,leisure
35067,123589,leisure
35068,123590,achievement
35069,123591,affection
35070,123592,affection
35071,123593,bonding
35072,123594,affection
35073,123595,achievement
35074,123596,enjoy_the_moment
35075,123597,bonding
35076,123598,leisure
35077,123599,achievement
35078,123600,affection
35079,123601,affection
35080,123602,leisure
35081,123603,affection
35082,123604,leisure
35083,123605,affection
35084,123606,affection
35085,123607,affection
35086,123608,achievement
35087,123609,achievement
35088,123610,bonding
35089,123611,achievement
35090,123612,achievement
35091,123613,achievement
35092,123614,affection
35093,123615,affection
35094,123616,enjoy_the_moment
35095,123617,enjoy_the_moment
35096,123618,bonding
35097,123619,enjoy_the_moment
35098,123620,enjoy_the_moment
35099,123621,achievement
35100,123622,bonding
35101,123623,achievement
35102,123624,achievement
35103,123625,achievement
35104,123626,affection
35105,123627,leisure
35106,123628,achievement
35107,123629,bonding
35108,123630,achievement
35109,123631,affection
35110,123632,leisure
35111,123633,achievement
35112,123634,achievement
35113,123635,enjoy_the_moment
35114,123636,leisure
35115,123637,bonding
35116,123638,achievement
35117,123639,affection
35118,123640,bonding
35119,123641,enjoy_the_moment
35120,123642,achievement
35121,123643,enjoy_the_moment
35122,123644,leisure
35123,123645,enjoy_the_moment
35124,123646,leisure
35125,123647,achievement
35126,123648,enjoy_the_moment
35127,123649,bonding
35128,123650,affection
35129,123651,affection
35130,123652,achievement
35131,123653,achievement
35132,123654,enjoy_the_moment
35133,123655,affection
35134,123656,affection
35135,123657,leisure
35136,123658,affection
35137,123659,affection
35138,123660,affection
35139,123661,achievement
35140,123662,achievement
35141,123663,affection
35142,123664,achievement
35143,123665,enjoy_the_moment
35144,123666,affection
35145,123667,affection
35146,123668,achievement
35147,123669,affection
35148,123670,enjoy_the_moment
35149,123671,bonding
35150,123672,enjoy_the_moment
35151,123673,affection
35152,123674,achievement
35153,123675,affection
35154,123676,leisure
35155,123677,leisure
35156,123678,affection
35157,123679,leisure
35158,123680,bonding
35159,123681,achievement
35160,123682,achievement
35161,123683,bonding
35162,123684,achievement
35163,123685,achievement
35164,123686,affection
35165,123687,leisure
35166,123688,achievement
35167,123689,affection
35168,123690,achievement
35169,123691,achievement
35170,123692,achievement
35171,123693,achievement
35172,123694,affection
35173,123695,achievement
35174,123696,achievement
35175,123697,affection
35176,123698,bonding
35177,123699,enjoy_the_moment
35178,123700,affection
35179,123701,leisure
35180,123702,achievement
35181,123703,affection
35182,123704,achievement
35183,123705,affection
35184,123706,achievement
35185,123707,achievement
35186,123708,achievement
35187,123709,achievement
35188,123710,achievement
35189,123711,affection
35190,123712,bonding
35191,123713,achievement
35192,123714,affection
35193,123715,affection
35194,123716,achievement
35195,123717,affection
35196,123718,affection
35197,123719,affection
35198,123720,bonding
35199,123721,affection
35200,123722,affection
35201,123723,achievement
35202,123724,enjoy_the_moment
35203,123725,affection
35204,123726,enjoy_the_moment
35205,123727,affection
35206,123728,achievement
35207,123729,achievement
35208,123730,affection
35209,123731,leisure
35210,123732,achievement
35211,123733,bonding
35212,123734,bonding
35213,123735,achievement
35214,123736,enjoy_the_moment
35215,123737,achievement
35216,123738,enjoy_the_moment
35217,123739,achievement
35218,123740,affection
35219,123741,nature
35220,123742,achievement
35221,123743,achievement
35222,123744,leisure
35223,123745,achievement
35224,123746,enjoy_the_moment
35225,123747,affection
35226,123748,achievement
35227,123749,affection
35228,123750,affection
35229,123751,leisure
35230,123752,enjoy_the_moment
35231,123753,leisure
35232,123754,achievement
35233,123755,achievement
35234,123756,leisure
35235,123757,achievement
35236,123758,enjoy_the_moment
35237,123759,enjoy_the_moment
35238,123760,affection
35239,123761,enjoy_the_moment
35240,123762,affection
35241,123763,leisure
35242,123764,enjoy_the_moment
35243,123765,affection
35244,123766,leisure
35245,123767,achievement
35246,123768,achievement
35247,123769,achievement
35248,123770,bonding
35249,123771,bonding
35250,123772,affection
35251,123773,nature
35252,123774,enjoy_the_moment
35253,123775,achievement
35254,123776,affection
35255,123777,affection
35256,123778,enjoy_the_moment
35257,123779,achievement
35258,123780,bonding
35259,123781,achievement
35260,123782,achievement
35261,123783,achievement
35262,123784,affection
35263,123785,enjoy_the_moment
35264,123786,achievement
35265,123787,achievement
35266,123788,affection
35267,123789,affection
35268,123790,achievement
35269,123791,leisure
35270,123792,bonding
35271,123793,achievement
35272,123794,achievement
35273,123795,achievement
35274,123796,achievement
35275,123797,bonding
35276,123798,affection
35277,123799,enjoy_the_moment
35278,123800,achievement
35279,123801,leisure
35280,123802,affection
35281,123803,achievement
35282,123804,achievement
35283,123805,leisure
35284,123806,affection
35285,123807,bonding
35286,123808,affection
35287,123809,affection
35288,123810,affection
35289,123811,exercise
35290,123812,achievement
35291,123813,achievement
35292,123814,achievement
35293,123815,leisure
35294,123816,achievement
35295,123817,bonding
35296,123818,nature
35297,123819,bonding
35298,123820,achievement
35299,123821,achievement
35300,123822,achievement
35301,123823,affection
35302,123824,achievement
35303,123825,affection
35304,123826,nature
35305,123827,affection
35306,123828,affection
35307,123829,achievement
35308,123830,bonding
35309,123831,affection
35310,123833,affection
35311,123834,achievement
35312,123835,achievement
35313,123836,affection
35314,123837,affection
35315,123838,achievement
35316,123839,achievement
35317,123840,bonding
35318,123841,affection
35319,123842,achievement
35320,123843,affection
35321,123844,achievement
35322,123845,nature
35323,123846,achievement
35324,123847,achievement
35325,123848,enjoy_the_moment
35326,123849,achievement
35327,123850,achievement
35328,123851,affection
35329,123852,bonding
35330,123853,affection
35331,123854,enjoy_the_moment
35332,123855,leisure
35333,123856,affection
35334,123857,achievement
35335,123858,achievement
35336,123859,achievement
35337,123860,achievement
35338,123861,achievement
35339,123862,leisure
35340,123863,achievement
35341,123864,affection
35342,123865,achievement
35343,123866,bonding
35344,123867,leisure
35345,123868,bonding
35346,123869,achievement
35347,123870,achievement
35348,123871,affection
35349,123872,affection
35350,123873,exercise
35351,123874,achievement
35352,123875,affection
35353,123876,affection
35354,123877,achievement
35355,123878,achievement
35356,123879,affection
35357,123880,leisure
35358,123881,achievement
35359,123882,affection
35360,123883,affection
35361,123884,affection
35362,123885,leisure
35363,123886,achievement
35364,123887,enjoy_the_moment
35365,123888,leisure
35366,123889,affection
35367,123890,leisure
35368,123891,achievement
35369,123892,affection
35370,123893,achievement
35371,123894,achievement
35372,123895,achievement
35373,123896,affection
35374,123897,bonding
35375,123898,achievement
35376,123899,achievement
35377,123900,achievement
35378,123901,bonding
35379,123902,affection
35380,123903,bonding
35381,123904,achievement
35382,123905,exercise
35383,123906,achievement
35384,123907,bonding
35385,123908,leisure
35386,123909,enjoy_the_moment
35387,123910,bonding
35388,123911,affection
35389,123912,achievement
35390,123913,bonding
35391,123914,achievement
35392,123915,achievement
35393,123916,affection
35394,123917,achievement
35395,123918,enjoy_the_moment
35396,123919,affection
35397,123920,affection
35398,123921,affection
35399,123922,bonding
35400,123923,bonding
35401,123924,affection
35402,123925,affection
35403,123926,affection
35404,123927,affection
35405,123928,achievement
35406,123929,affection
35407,123930,achievement
35408,123931,bonding
35409,123932,affection
35410,123933,bonding
35411,123934,bonding
35412,123935,bonding
35413,123936,bonding
35414,123937,bonding
35415,123938,bonding
35416,123939,bonding
35417,123940,bonding
35418,123941,bonding
35419,123942,achievement
35420,123943,achievement
35421,123944,bonding
35422,123945,achievement
35423,123946,affection
35424,123947,bonding
35425,123948,affection
35426,123949,achievement
35427,123950,affection
35428,123951,bonding
35429,123952,achievement
35430,123953,achievement
35431,123954,affection
35432,123955,bonding
35433,123956,nature
35434,123957,bonding
35435,123958,achievement
35436,123959,leisure
35437,123960,achievement
35438,123961,achievement
35439,123962,enjoy_the_moment
35440,123963,achievement
35441,123964,achievement
35442,123965,leisure
35443,123966,achievement
35444,123967,bonding
35445,123968,nature
35446,123969,affection
35447,123970,bonding
35448,123971,enjoy_the_moment
35449,123972,achievement
35450,123973,achievement
35451,123974,enjoy_the_moment
35452,123975,bonding
35453,123976,achievement
35454,123977,affection
35455,123978,achievement
35456,123979,bonding
35457,123980,affection
35458,123981,bonding
35459,123982,leisure
35460,123983,enjoy_the_moment
35461,123984,achievement
35462,123985,bonding
35463,123986,enjoy_the_moment
35464,123987,enjoy_the_moment
35465,123988,achievement
35466,123989,affection
35467,123990,achievement
35468,123991,leisure
35469,123992,enjoy_the_moment
35470,123993,leisure
35471,123994,achievement
35472,123995,enjoy_the_moment
35473,123996,achievement
35474,123997,enjoy_the_moment
35475,123998,affection
35476,123999,bonding
35477,124000,achievement
35478,124001,bonding
35479,124002,achievement
35480,124003,bonding
35481,124004,bonding
35482,124005,exercise
35483,124006,achievement
35484,124007,enjoy_the_moment
35485,124008,achievement
35486,124009,leisure
35487,124010,affection
35488,124011,bonding
35489,124013,affection
35490,124014,enjoy_the_moment
35491,124015,achievement
35492,124016,bonding
35493,124017,achievement
35494,124018,affection
35495,124019,bonding
35496,124020,affection
35497,124021,achievement
35498,124022,bonding
35499,124023,nature
35500,124024,bonding
35501,124025,enjoy_the_moment
35502,124026,bonding
35503,124027,achievement
35504,124028,affection
35505,124029,achievement
35506,124030,affection
35507,124031,affection
35508,124032,affection
35509,124033,leisure
35510,124034,bonding
35511,124035,achievement
35512,124036,enjoy_the_moment
35513,124037,affection
35514,124038,affection
35515,124039,achievement
35516,124040,leisure
35517,124041,affection
35518,124042,bonding
35519,124043,enjoy_the_moment
35520,124044,leisure
35521,124045,achievement
35522,124046,achievement
35523,124047,achievement
35524,124048,achievement
35525,124049,achievement
35526,124050,leisure
35527,124051,leisure
35528,124052,achievement
35529,124053,achievement
35530,124054,affection
35531,124055,achievement
35532,124056,achievement
35533,124057,enjoy_the_moment
35534,124058,bonding
35535,124059,achievement
35536,124061,affection
35537,124062,affection
35538,124063,bonding
35539,124064,affection
35540,124065,enjoy_the_moment
35541,124066,achievement
35542,124067,affection
35543,124068,achievement
35544,124069,achievement
35545,124070,achievement
35546,124071,bonding
35547,124072,enjoy_the_moment
35548,124073,achievement
35549,124074,bonding
35550,124075,affection
35551,124076,affection
35552,124077,bonding
35553,124078,leisure
35554,124079,achievement
35555,124080,achievement
35556,124081,affection
35557,124082,affection
35558,124083,affection
35559,124084,leisure
35560,124085,affection
35561,124086,affection
35562,124087,achievement
35563,124088,achievement
35564,124089,exercise
35565,124090,bonding
35566,124091,bonding
35567,124092,affection
35568,124093,achievement
35569,124094,achievement
35570,124095,affection
35571,124096,affection
35572,124097,achievement
35573,124098,achievement
35574,124099,enjoy_the_moment
35575,124100,achievement
35576,124101,enjoy_the_moment
35577,124102,achievement
35578,124103,enjoy_the_moment
35579,124104,enjoy_the_moment
35580,124105,affection
35581,124106,affection
35582,124107,achievement
35583,124108,affection
35584,124109,achievement
35585,124110,enjoy_the_moment
35586,124111,enjoy_the_moment
35587,124112,achievement
35588,124113,achievement
35589,124114,affection
35590,124115,achievement
35591,124116,achievement
35592,124117,enjoy_the_moment
35593,124118,affection
35594,124119,affection
35595,124120,affection
35596,124121,achievement
35597,124122,bonding
35598,124123,achievement
35599,124124,achievement
35600,124125,achievement
35601,124126,achievement
35602,124127,affection
35603,124128,achievement
35604,124129,enjoy_the_moment
35605,124130,achievement
35606,124131,achievement
35607,124132,achievement
35608,124133,achievement
35609,124134,achievement
35610,124135,affection
35611,124136,achievement
35612,124137,enjoy_the_moment
35613,124138,achievement
35614,124139,leisure
35615,124140,achievement
35616,124141,bonding
35617,124142,affection
35618,124143,achievement
35619,124144,leisure
35620,124145,affection
35621,124146,achievement
35622,124147,affection
35623,124148,leisure
35624,124149,affection
35625,124150,achievement
35626,124151,affection
35627,124152,achievement
35628,124154,affection
35629,124155,enjoy_the_moment
35630,124156,enjoy_the_moment
35631,124157,achievement
35632,124158,enjoy_the_moment
35633,124159,leisure
35634,124160,affection
35635,124161,bonding
35636,124162,bonding
35637,124163,achievement
35638,124164,achievement
35639,124165,achievement
35640,124166,affection
35641,124167,achievement
35642,124168,affection
35643,124169,leisure
35644,124170,achievement
35645,124171,enjoy_the_moment
35646,124172,affection
35647,124173,bonding
35648,124174,achievement
35649,124175,enjoy_the_moment
35650,124176,affection
35651,124177,achievement
35652,124178,achievement
35653,124179,affection
35654,124180,achievement
35655,124181,enjoy_the_moment
35656,124182,enjoy_the_moment
35657,124183,achievement
35658,124184,affection
35659,124185,achievement
35660,124186,affection
35661,124187,achievement
35662,124188,affection
35663,124189,nature
35664,124190,affection
35665,124191,achievement
35666,124192,enjoy_the_moment
35667,124193,achievement
35668,124194,enjoy_the_moment
35669,124195,achievement
35670,124196,achievement
35671,124197,bonding
35672,124198,leisure
35673,124199,affection
35674,124200,affection
35675,124201,affection
35676,124202,achievement
35677,124203,bonding
35678,124204,achievement
35679,124205,achievement
35680,124206,affection
35681,124207,affection
35682,124208,leisure
35683,124209,bonding
35684,124210,bonding
35685,124211,affection
35686,124212,affection
35687,124213,bonding
35688,124214,achievement
35689,124215,enjoy_the_moment
35690,124216,achievement
35691,124217,bonding
35692,124218,exercise
35693,124219,achievement
35694,124220,enjoy_the_moment
35695,124221,affection
35696,124222,affection
35697,124223,affection
35698,124224,leisure
35699,124225,achievement
35700,124226,affection
35701,124227,affection
35702,124228,leisure
35703,124229,achievement
35704,124230,leisure
35705,124231,achievement
35706,124232,exercise
35707,124233,achievement
35708,124234,achievement
35709,124235,enjoy_the_moment
35710,124236,affection
35711,124237,achievement
35712,124238,bonding
35713,124239,leisure
35714,124240,affection
35715,124241,enjoy_the_moment
35716,124242,affection
35717,124243,achievement
35718,124244,affection
35719,124245,leisure
35720,124246,achievement
35721,124247,affection
35722,124248,achievement
35723,124249,achievement
35724,124250,achievement
35725,124251,leisure
35726,124252,affection
35727,124253,achievement
35728,124254,affection
35729,124255,affection
35730,124256,leisure
35731,124257,achievement
35732,124258,affection
35733,124259,achievement
35734,124260,enjoy_the_moment
35735,124261,achievement
35736,124262,affection
35737,124263,achievement
35738,124264,affection
35739,124265,achievement
35740,124266,affection
35741,124267,achievement
35742,124268,enjoy_the_moment
35743,124269,bonding
35744,124270,affection
35745,124271,achievement
35746,124272,leisure
35747,124273,bonding
35748,124274,achievement
35749,124275,affection
35750,124276,achievement
35751,124277,achievement
35752,124278,affection
35753,124280,affection
35754,124281,nature
35755,124282,affection
35756,124283,achievement
35757,124284,affection
35758,124285,bonding
35759,124286,affection
35760,124287,achievement
35761,124288,bonding
35762,124289,affection
35763,124290,nature
35764,124291,achievement
35765,124292,affection
35766,124293,achievement
35767,124294,achievement
35768,124295,achievement
35769,124296,affection
35770,124297,affection
35771,124298,affection
35772,124299,affection
35773,124300,bonding
35774,124301,achievement
35775,124302,achievement
35776,124303,achievement
35777,124304,achievement
35778,124305,exercise
35779,124306,affection
35780,124307,nature
35781,124308,achievement
35782,124309,enjoy_the_moment
35783,124310,enjoy_the_moment
35784,124311,affection
35785,124312,achievement
35786,124313,enjoy_the_moment
35787,124314,affection
35788,124315,affection
35789,124316,achievement
35790,124317,bonding
35791,124318,affection
35792,124319,bonding
35793,124320,affection
35794,124321,enjoy_the_moment
35795,124322,affection
35796,124323,affection
35797,124324,affection
35798,124325,achievement
35799,124326,bonding
35800,124327,affection
35801,124328,achievement
35802,124329,leisure
35803,124330,affection
35804,124331,bonding
35805,124332,enjoy_the_moment
35806,124333,achievement
35807,124334,affection
35808,124335,affection
35809,124336,achievement
35810,124337,affection
35811,124338,leisure
35812,124339,achievement
35813,124340,affection
35814,124341,affection
35815,124342,affection
35816,124343,exercise
35817,124344,achievement
35818,124345,achievement
35819,124346,achievement
35820,124347,affection
35821,124348,achievement
35822,124349,achievement
35823,124350,achievement
35824,124351,achievement
35825,124352,affection
35826,124353,enjoy_the_moment
35827,124354,achievement
35828,124355,affection
35829,124356,exercise
35830,124357,bonding
35831,124358,achievement
35832,124359,bonding
35833,124360,leisure
35834,124361,achievement
35835,124362,achievement
35836,124363,affection
35837,124364,bonding
35838,124365,enjoy_the_moment
35839,124366,bonding
35840,124367,achievement
35841,124368,affection
35842,124369,achievement
35843,124370,enjoy_the_moment
35844,124371,affection
35845,124372,achievement
35846,124373,affection
35847,124374,affection
35848,124375,affection
35849,124376,achievement
35850,124377,affection
35851,124378,achievement
35852,124379,achievement
35853,124380,affection
35854,124381,affection
35855,124382,achievement
35856,124383,affection
35857,124384,affection
35858,124385,affection
35859,124386,achievement
35860,124387,affection
35861,124388,affection
35862,124389,achievement
35863,124390,achievement
35864,124391,bonding
35865,124392,achievement
35866,124393,achievement
35867,124394,leisure
35868,124395,affection
35869,124396,bonding
35870,124397,affection
35871,124398,affection
35872,124399,affection
35873,124400,affection
35874,124401,leisure
35875,124402,leisure
35876,124403,affection
35877,124404,achievement
35878,124405,affection
35879,124406,achievement
35880,124407,achievement
35881,124408,affection
35882,124409,affection
35883,124410,leisure
35884,124411,affection
35885,124412,affection
35886,124413,achievement
35887,124414,affection
35888,124415,exercise
35889,124416,affection
35890,124417,achievement
35891,124418,achievement
35892,124419,enjoy_the_moment
35893,124420,enjoy_the_moment
35894,124421,affection
35895,124422,enjoy_the_moment
35896,124423,leisure
35897,124424,exercise
35898,124425,achievement
35899,124426,achievement
35900,124427,nature
35901,124428,affection
35902,124429,leisure
35903,124430,achievement
35904,124431,affection
35905,124432,affection
35906,124433,achievement
35907,124434,achievement
35908,124435,enjoy_the_moment
35909,124436,affection
35910,124437,affection
35911,124438,achievement
35912,124439,affection
35913,124440,achievement
35914,124441,affection
35915,124442,achievement
35916,124443,achievement
35917,124444,affection
35918,124445,nature
35919,124446,affection
35920,124447,achievement
35921,124448,achievement
35922,124449,affection
35923,124450,affection
35924,124451,affection
35925,124452,nature
35926,124453,bonding
35927,124454,achievement
35928,124455,affection
35929,124456,affection
35930,124457,achievement
35931,124458,affection
35932,124459,achievement
35933,124460,leisure
35934,124461,achievement
35935,124462,achievement
35936,124463,achievement
35937,124464,affection
35938,124465,achievement
35939,124466,achievement
35940,124467,leisure
35941,124468,enjoy_the_moment
35942,124469,bonding
35943,124470,affection
35944,124471,achievement
35945,124472,enjoy_the_moment
35946,124473,achievement
35947,124474,achievement
35948,124475,achievement
35949,124476,achievement
35950,124477,affection
35951,124478,achievement
35952,124479,bonding
35953,124480,affection
35954,124481,affection
35955,124482,enjoy_the_moment
35956,124483,affection
35957,124484,bonding
35958,124485,affection
35959,124486,affection
35960,124487,affection
35961,124488,achievement
35962,124489,achievement
35963,124490,affection
35964,124491,achievement
35965,124492,affection
35966,124493,affection
35967,124494,affection
35968,124495,achievement
35969,124496,affection
35970,124497,achievement
35971,124498,achievement
35972,124499,affection
35973,124500,achievement
35974,124501,achievement
35975,124502,enjoy_the_moment
35976,124503,affection
35977,124504,exercise
35978,124505,bonding
35979,124506,enjoy_the_moment
35980,124507,bonding
35981,124508,affection
35982,124509,bonding
35983,124510,achievement
35984,124511,leisure
35985,124512,achievement
35986,124513,affection
35987,124514,exercise
35988,124515,affection
35989,124516,enjoy_the_moment
35990,124517,affection
35991,124518,affection
35992,124519,achievement
35993,124520,achievement
35994,124521,affection
35995,124522,affection
35996,124523,achievement
35997,124524,enjoy_the_moment
35998,124525,exercise
35999,124526,affection
36000,124527,achievement
36001,124528,affection
36002,124529,bonding
36003,124530,achievement
36004,124531,enjoy_the_moment
36005,124532,affection
36006,124533,affection
36007,124534,enjoy_the_moment
36008,124535,leisure
36009,124536,affection
36010,124537,achievement
36011,124538,affection
36012,124539,bonding
36013,124540,leisure
36014,124541,affection
36015,124542,affection
36016,124543,affection
36017,124544,bonding
36018,124545,affection
36019,124546,enjoy_the_moment
36020,124547,achievement
36021,124548,affection
36022,124549,affection
36023,124550,enjoy_the_moment
36024,124551,affection
36025,124552,achievement
36026,124553,nature
36027,124554,affection
36028,124555,affection
36029,124556,enjoy_the_moment
36030,124557,affection
36031,124558,bonding
36032,124559,achievement
36033,124560,affection
36034,124561,enjoy_the_moment
36035,124562,achievement
36036,124563,bonding
36037,124564,leisure
36038,124565,bonding
36039,124566,achievement
36040,124567,achievement
36041,124568,achievement
36042,124569,enjoy_the_moment
36043,124570,achievement
36044,124571,affection
36045,124572,affection
36046,124573,affection
36047,124574,enjoy_the_moment
36048,124575,achievement
36049,124576,enjoy_the_moment
36050,124577,bonding
36051,124578,achievement
36052,124579,achievement
36053,124580,achievement
36054,124581,affection
36055,124582,affection
36056,124583,enjoy_the_moment
36057,124584,affection
36058,124585,affection
36059,124586,enjoy_the_moment
36060,124587,achievement
36061,124588,bonding
36062,124589,affection
36063,124590,achievement
36064,124591,achievement
36065,124592,affection
36066,124593,bonding
36067,124594,affection
36068,124595,achievement
36069,124596,enjoy_the_moment
36070,124597,affection
36071,124598,affection
36072,124599,achievement
36073,124600,achievement
36074,124601,affection
36075,124602,affection
36076,124603,achievement
36077,124604,achievement
36078,124605,achievement
